Predicted Probability,Observed Probability
0.1,0.2522600086095566
0.2,0.23780487804878048
0.3,0.2268041237113402
0.4,0.5102040816326531
0.5,0.5344827586206896
0.6,0.5555555555555556
0.7,0.6285714285714286
0.8,0.2777777777777778
0.9,0.0
1.0,0.0
