Predicted Probability,Observed Probability
0.1,0.26194690265486725
0.2,0.2535211267605634
0.3,0.2988505747126437
0.4,0.18055555555555555
0.5,0.45454545454545453
0.6,0.54
0.7,0.4146341463414634
0.8,0.15625
0.9,0.12121212121212122
1.0,0.0
