Predicted Probability,Observed Probability
0.1,0.254962505513895
0.2,0.22929936305732485
0.3,0.22807017543859648
0.4,0.4
0.5,0.37037037037037035
0.6,0.4897959183673469
0.7,0.34782608695652173
0.8,0.4074074074074074
0.9,0.41379310344827586
1.0,0.034482758620689655
