Predicted Probability,Observed Probability
0.1,0.2603938730853392
0.2,0.32167832167832167
0.3,0.26136363636363635
0.4,0.3333333333333333
0.5,0.27450980392156865
0.6,0.4727272727272727
0.7,0.3055555555555556
0.8,0.2682926829268293
0.9,0.15384615384615385
1.0,0.0
