Predicted Probability,Observed Probability
0.1,0.26434704021690014
0.2,0.20253164556962025
0.3,0.26605504587155965
0.4,0.2564102564102564
0.5,0.4782608695652174
0.6,0.5576923076923077
0.7,0.3333333333333333
0.8,0.21951219512195122
0.9,0.02857142857142857
1.0,0.0
