Predicted Probability,Observed Probability
0.1,0.2097935669707153
0.2,0.12598425196850394
0.3,0.10714285714285714
0.4,0.1875
0.5,0.29411764705882354
0.6,0.2571428571428571
0.7,0.2857142857142857
0.8,0.55
0.9,0.4583333333333333
1.0,0.5426136363636364
