Predicted Probability,Observed Probability
0.1,0.20521172638436483
0.2,0.15555555555555556
0.3,0.14102564102564102
0.4,0.2903225806451613
0.5,0.175
0.6,0.35
0.7,0.25806451612903225
0.8,0.3333333333333333
0.9,0.4098360655737705
1.0,0.5540540540540541
