Predicted Probability,Observed Probability
0.1,0.2557522123893805
0.2,0.16355140186915887
0.3,0.3111111111111111
0.4,0.4782608695652174
0.5,0.5454545454545454
0.6,0.675
0.7,0.36585365853658536
0.8,0.29411764705882354
0.9,0.22727272727272727
1.0,0.0
