Predicted Probability,Observed Probability
0.1,0.25140875596012136
0.2,0.25405405405405407
0.3,0.27472527472527475
0.4,0.5283018867924528
0.5,0.56
0.6,0.6382978723404256
0.7,0.21428571428571427
0.8,0.2
0.9,0.0
1.0,0.0
