Predicted Probability,Observed Probability
0.1,0.2081513828238719
0.2,0.17307692307692307
0.3,0.2
0.4,0.16393442622950818
0.5,0.1694915254237288
0.6,0.16216216216216217
0.7,0.24242424242424243
0.8,0.32142857142857145
0.9,0.3620689655172414
1.0,0.5447761194029851
