Predicted Probability,Observed Probability
0.1,0.2574643011683254
0.2,0.3333333333333333
0.3,0.2857142857142857
0.4,0.3088235294117647
0.5,0.58
0.6,0.24324324324324326
0.7,0.42857142857142855
0.8,0.2916666666666667
0.9,0.10416666666666667
1.0,0.0
