Predicted Probability,Observed Probability
0.1,0.2079922965816081
0.2,0.12121212121212122
0.3,0.25
0.4,0.08928571428571429
0.5,0.13333333333333333
0.6,0.1111111111111111
0.7,0.2702702702702703
0.8,0.36585365853658536
0.9,0.32786885245901637
1.0,0.5667506297229219
